Date,Open,High,Low,Close,Adj Close,Volume
2022-03-18,77.379997,79.230003,76.459999,78.779999,76.467422,336900
2022-03-21,78.180000,78.599998,75.720001,76.500000,74.254356,223300
2022-03-22,76.690002,79.360001,76.040001,76.970001,74.710564,267600
2022-03-23,76.000000,76.959999,74.010002,74.389999,72.206291,274000
2022-03-24,74.849998,77.750000,73.820000,76.919998,74.662018,300600
2022-03-25,76.489998,76.910004,74.309998,75.029999,72.827499,271000
2022-03-28,75.150002,75.739998,73.410004,74.349998,72.167458,161700
2022-03-29,75.779999,78.629997,74.660004,77.900002,75.613251,232900
2022-03-30,76.790001,78.139999,76.580002,77.529999,75.254112,234400
2022-03-31,77.620003,80.389999,77.070000,77.949997,75.661781,320200
2022-04-01,77.980003,78.709999,74.300003,75.589996,73.371063,212300
2022-04-04,75.320000,76.860001,74.290001,76.389999,74.147575,231400
2022-04-05,76.279999,76.389999,73.650002,74.019997,71.847145,158800
2022-04-06,73.029999,73.029999,70.269997,71.949997,69.837921,213500
2022-04-07,71.860001,72.370003,69.300003,71.250000,69.158463,147600
2022-04-08,70.860001,72.129997,69.559998,71.160004,69.071098,188000
2022-04-11,70.910004,72.620003,70.389999,70.480003,68.411072,244700
2022-04-12,71.339996,73.220001,70.720001,70.830002,68.750793,220500
2022-04-13,71.470001,74.800003,71.129997,74.110001,71.934502,180600
2022-04-14,74.400002,74.980003,73.480003,73.750000,71.585075,160300
2022-04-18,73.129997,74.730003,72.589996,73.500000,71.342415,155900
2022-04-19,73.620003,76.230003,73.620003,75.080002,72.876030,184000
2022-04-20,76.110001,77.040001,75.160004,76.400002,74.157288,107200
2022-04-21,77.940002,78.400002,76.980003,77.400002,75.127937,115300
2022-04-22,77.050003,77.400002,74.610001,75.419998,73.206055,174600
2022-04-25,74.629997,77.349998,74.500000,77.300003,75.030869,155500
2022-04-26,76.160004,76.160004,71.699997,72.440002,70.313538,158100
2022-04-27,72.489998,73.599998,71.540001,72.430000,70.303833,120100
2022-04-28,73.360001,75.000000,72.040001,73.959999,71.788910,110500
2022-04-29,73.519997,74.459999,71.440002,71.690002,69.585548,112900
2022-05-02,71.160004,74.900002,71.160004,74.599998,72.410118,329300
2022-05-03,74.580002,75.610001,71.680000,73.610001,71.449181,217600
2022-05-04,74.040001,74.089996,69.750000,73.389999,71.235641,375700
2022-05-05,70.910004,72.209999,69.629997,70.680000,68.605186,218900
2022-05-06,70.160004,74.430000,69.599998,74.250000,72.070404,306200
2022-05-09,72.660004,74.089996,68.690002,68.980003,66.955101,383400
2022-05-10,70.000000,72.489998,69.000000,71.879997,69.769966,292900
2022-05-11,71.529999,72.430000,66.790001,67.300003,65.324417,435800
2022-05-12,67.300003,73.309998,67.300003,73.070000,70.925041,455500
2022-05-13,74.279999,76.489998,74.279999,75.570000,73.351654,282200
2022-05-16,74.949997,75.769997,69.790001,69.910004,67.857811,417400
2022-05-17,71.120003,73.150002,70.739998,71.300003,69.207001,363900
2022-05-18,70.029999,70.500000,67.339996,68.059998,66.062103,363500
2022-05-19,67.180000,69.160004,66.099998,68.209999,66.207703,270400
2022-05-20,69.580002,69.790001,66.400002,67.230003,65.256477,286600
2022-05-23,68.010002,69.199997,65.550003,68.570000,66.557129,279300
2022-05-24,67.680000,67.680000,64.820000,66.940002,64.974983,343200
2022-05-25,66.250000,71.599998,66.099998,70.680000,68.605186,378800
2022-05-26,71.550003,75.910004,71.550003,75.300003,73.089577,332100
2022-05-27,76.349998,77.639999,75.129997,76.080002,73.846687,176600
2022-05-31,75.099998,75.379997,73.320000,73.489998,71.332703,245600
2022-06-01,73.910004,74.940002,72.110001,74.099998,71.924797,199600
2022-06-02,75.000000,75.540001,73.669998,75.160004,72.953690,139900
2022-06-03,74.260002,75.059998,73.290001,74.110001,71.934502,116700
2022-06-06,74.459999,75.739998,73.000000,75.139999,72.934273,231100
2022-06-07,74.059998,75.449997,73.519997,74.489998,72.303352,138500
2022-06-08,74.099998,75.269997,73.919998,74.739998,72.546005,95000
2022-06-09,73.989998,74.980003,72.849998,74.459999,72.274239,126500
2022-06-10,72.949997,73.910004,71.400002,71.680000,69.575836,164700
2022-06-13,68.169998,69.389999,67.150002,68.500000,66.489189,338400
2022-06-14,68.190002,69.379997,67.239998,67.489998,65.508842,205800
2022-06-15,68.320000,70.139999,68.129997,69.040001,67.013336,246400
2022-06-16,66.540001,66.620003,63.590000,64.300003,62.876957,285800
2022-06-17,64.750000,67.309998,64.750000,67.129997,65.644318,329800
2022-06-21,68.580002,69.000000,63.230000,63.290001,61.889309,237300
2022-06-22,62.580002,64.139999,62.110001,63.070000,61.674175,265500
2022-06-23,63.419998,64.430000,61.299999,64.110001,62.691158,282400
2022-06-24,64.440002,67.830002,64.050003,67.709999,66.211487,340500
2022-06-27,68.290001,68.820000,66.910004,67.959999,66.455948,227600
2022-06-28,68.050003,70.400002,65.919998,66.010002,64.549110,327700
2022-06-29,65.349998,65.919998,63.150002,65.150002,63.708141,170900
2022-06-30,63.820000,65.419998,63.000000,65.080002,63.639698,211200
2022-07-01,64.949997,67.589996,64.949997,67.489998,65.996353,168200
2022-07-05,66.330002,69.379997,65.470001,69.320000,67.785858,187200
2022-07-06,69.419998,70.269997,66.949997,67.180000,65.693214,123700
2022-07-07,67.430000,69.129997,67.430000,68.610001,67.091568,116200
2022-07-08,68.050003,69.150002,67.019997,67.669998,66.172371,125100
2022-07-11,67.150002,67.900002,66.279999,66.559998,65.086937,163600
2022-07-12,66.809998,68.050003,65.589996,65.910004,64.451324,184600
2022-07-13,64.610001,66.349998,63.700001,66.070000,64.607780,151900
2022-07-14,64.980003,66.070000,64.660004,65.580002,64.128624,122400
2022-07-15,66.970001,68.989998,66.070000,67.779999,66.279930,160500
2022-07-18,68.610001,69.050003,66.769997,67.019997,65.536751,158100
2022-07-19,67.820000,69.959999,67.820000,69.500000,67.961876,228800
2022-07-20,69.860001,71.099998,69.419998,69.550003,68.010765,238200
2022-07-21,68.849998,68.849998,67.610001,67.989998,66.485291,183700
2022-07-22,68.459999,69.029999,66.370003,67.540001,66.045250,192200
2022-07-25,68.000000,68.000000,65.290001,66.290001,64.822914,170400
2022-07-26,65.860001,66.260002,64.400002,64.739998,63.307213,148900
2022-07-27,65.839996,68.190002,65.599998,68.059998,66.553741,129200
2022-07-28,68.239998,71.080002,67.959999,70.889999,69.321106,188200
2022-07-29,70.940002,71.410004,69.500000,71.309998,69.731812,178500
2022-08-01,70.919998,72.129997,70.279999,71.760002,70.171860,160200
2022-08-02,71.370003,72.830002,71.190002,72.190002,70.592339,104400
2022-08-03,72.820000,75.239998,72.440002,75.029999,73.369484,154400
2022-08-04,74.919998,74.940002,71.900002,72.050003,70.455429,232300
2022-08-05,71.309998,72.419998,70.360001,70.550003,68.988632,154500
2022-08-08,70.739998,73.320000,70.540001,72.379997,70.778130,298600
2022-08-09,73.580002,73.580002,70.489998,71.559998,69.976280,293600
2022-08-10,72.980003,76.900002,72.839996,75.650002,73.975761,281100
2022-08-11,76.400002,76.949997,72.010002,72.650002,71.042160,267900
2022-08-12,73.440002,75.709999,72.690002,75.160004,73.496613,207900
2022-08-15,74.889999,75.720001,74.050003,74.519997,72.870773,179400
2022-08-16,74.309998,76.510002,73.720001,76.440002,74.748276,207300
2022-08-17,75.379997,76.190002,74.489998,76.099998,74.415802,231100
2022-08-18,75.580002,76.139999,74.400002,76.110001,74.425583,163000
2022-08-19,75.099998,75.360001,72.540001,73.120003,71.501762,225500
2022-08-22,72.169998,72.559998,71.029999,72.550003,70.944374,199200
2022-08-23,72.629997,74.059998,72.300003,72.739998,71.130165,131400
2022-08-24,71.959999,73.720001,71.330002,73.500000,71.873344,157300
2022-08-25,73.860001,75.110001,73.470001,74.129997,72.489403,146600
2022-08-26,74.230003,74.230003,69.750000,70.010002,68.460579,199800
2022-08-29,69.099998,69.879997,68.269997,69.559998,68.020538,211200
2022-08-30,69.690002,70.250000,67.529999,67.570000,66.074577,189400
2022-08-31,67.720001,68.300003,66.550003,66.599998,65.126045,153800
2022-09-01,66.150002,67.769997,65.500000,67.690002,66.191933,182800
2022-09-02,68.669998,68.870003,67.169998,68.209999,66.700417,188900
2022-09-06,68.760002,68.879997,64.559998,64.879997,63.444115,301800
2022-09-07,65.129997,68.410004,64.660004,68.379997,66.866653,202000
2022-09-08,67.739998,70.589996,67.720001,70.540001,68.978851,245000
2022-09-09,71.120003,72.669998,70.580002,71.970001,70.377205,205100
2022-09-12,72.989998,74.470001,71.860001,74.320000,72.675201,238200
2022-09-13,72.029999,72.620003,70.570000,71.330002,69.751373,171500
2022-09-14,71.360001,72.650002,70.500000,71.690002,70.103401,144600
2022-09-15,72.040001,75.760002,72.040001,74.690002,73.037018,288100
2022-09-16,73.500000,73.680000,70.949997,72.250000,70.651009,629800
2022-09-19,71.930000,74.010002,70.550003,71.449997,70.365402,315000
2022-09-20,70.980003,71.910004,68.839996,69.980003,68.917725,191600
2022-09-21,70.570000,71.500000,69.230003,69.290001,68.238205,139900
2022-09-22,69.050003,69.050003,64.050003,64.959999,63.973923,335900
2022-09-23,64.000000,65.500000,61.410000,62.919998,61.964890,215900
2022-09-26,62.380001,64.089996,61.029999,61.869999,60.930832,169200
2022-09-27,63.330002,64.989998,62.080002,62.860001,61.905807,157500
2022-09-28,63.650002,65.300003,62.180000,64.550003,63.570152,166100
2022-09-29,64.500000,64.500000,61.310001,64.379997,63.402729,188600
2022-09-30,63.959999,65.250000,62.790001,63.560001,62.595181,161300
2022-10-03,64.040001,64.040001,61.849998,63.450001,62.486851,250800
2022-10-04,64.989998,67.180000,64.989998,67.120003,66.101143,286500
2022-10-05,65.860001,69.000000,65.860001,68.400002,67.361710,223900
2022-10-06,68.099998,69.449997,66.639999,67.029999,66.012505,194400
2022-10-07,66.279999,66.580002,64.510002,65.809998,64.811020,171700
2022-10-10,66.440002,66.750000,64.300003,65.129997,64.141342,187700
2022-10-11,65.080002,66.019997,63.490002,65.220001,64.229988,160400
2022-10-12,65.639999,67.290001,64.650002,66.500000,65.490547,201400
2022-10-13,65.349998,68.989998,64.489998,68.620003,67.578369,187400
2022-10-14,69.330002,69.839996,66.970001,66.980003,65.963264,126800
2022-10-17,68.290001,69.510002,67.790001,69.000000,67.952599,166500
2022-10-18,70.559998,71.309998,69.400002,70.279999,69.213173,130700
2022-10-19,69.989998,71.500000,69.529999,69.900002,68.838943,94100
2022-10-20,69.930000,70.610001,68.750000,69.290001,68.238205,257400
2022-10-21,69.769997,71.480003,69.370003,69.760002,68.701065,223000
2022-10-24,70.459999,70.610001,66.290001,66.559998,65.549637,294600
2022-10-25,66.739998,69.400002,66.739998,68.720001,67.676849,173100
2022-10-26,69.250000,72.150002,69.250000,70.269997,69.203323,293400
2022-10-27,71.199997,73.269997,71.199997,72.199997,71.104019,187400
2022-10-28,72.320000,74.220001,70.029999,73.519997,72.403984,287300
2022-10-31,73.080002,73.639999,71.610001,72.089996,70.995697,257800
