Date,Open,High,Low,Close,Adj Close,Volume
2022-11-01,73.019997,73.059998,68.449997,70.379997,69.311646,519600
2022-11-02,76.120003,76.120003,70.669998,70.930000,69.853302,447900
2022-11-03,70.690002,73.000000,70.629997,72.050003,70.956299,269900
2022-11-04,73.279999,73.279999,71.389999,72.860001,71.754005,251000
2022-11-07,73.410004,73.959999,70.239998,73.889999,72.768372,253100
2022-11-08,73.910004,74.250000,73.160004,74.000000,72.876701,323500
2022-11-09,73.129997,73.949997,71.620003,71.769997,70.680550,223200
2022-11-10,74.050003,75.400002,73.559998,74.550003,73.418358,321800
2022-11-11,74.519997,75.470001,73.059998,75.010002,73.871368,315600
2022-11-14,74.769997,75.379997,73.610001,74.139999,73.014580,199900
2022-11-15,75.400002,75.989998,73.000000,73.110001,72.000214,205300
2022-11-16,72.430000,72.900002,72.050003,72.650002,71.547195,255500
2022-11-17,71.459999,72.709999,71.239998,72.110001,71.015396,295000
2022-11-18,73.500000,74.449997,73.330002,73.769997,72.650192,232400
2022-11-21,73.410004,73.970001,71.269997,71.959999,70.867668,196700
2022-11-22,71.959999,72.750000,70.879997,72.589996,71.488098,136500
2022-11-23,72.559998,73.839996,72.269997,72.949997,71.842636,170200
2022-11-25,73.370003,74.470001,72.860001,74.199997,73.073662,132900
2022-11-28,73.529999,74.110001,72.639999,73.620003,72.502472,157900
2022-11-29,73.139999,73.809998,72.360001,73.080002,71.970673,177400
2022-11-30,73.239998,74.589996,72.029999,74.589996,73.457741,368100
2022-12-01,75.000000,75.370003,74.059998,74.290001,73.162308,244700
2022-12-02,73.180000,73.669998,71.970001,72.949997,71.842636,164300
2022-12-05,72.440002,72.639999,69.760002,70.010002,68.947266,174500
2022-12-06,69.860001,70.430000,67.690002,67.830002,66.800362,235100
2022-12-07,67.550003,68.790001,67.150002,68.160004,67.125351,178100
2022-12-08,68.589996,70.250000,68.589996,69.620003,68.563187,193100
2022-12-09,69.010002,70.019997,68.879997,69.220001,68.169258,121100
2022-12-12,69.080002,69.239998,68.089996,69.099998,68.051079,173700
2022-12-13,70.760002,71.040001,67.510002,68.129997,67.095802,301500
2022-12-14,68.349998,69.580002,67.940002,68.849998,67.804878,303900
2022-12-15,68.019997,69.050003,67.110001,68.570000,67.529129,198400
2022-12-16,67.510002,68.309998,65.849998,67.180000,66.160225,418500
2022-12-19,67.150002,67.150002,64.040001,64.589996,64.096130,282200
2022-12-20,64.540001,65.470001,64.059998,64.699997,64.205284,317600
2022-12-21,64.699997,65.800003,64.199997,64.809998,64.314445,263100
2022-12-22,64.129997,65.660004,63.389999,65.519997,65.019020,238600
2022-12-23,65.360001,65.879997,64.540001,65.389999,64.890015,185900
2022-12-27,65.470001,65.519997,63.610001,63.980000,63.490795,242500
2022-12-28,64.269997,64.639999,63.470001,64.089996,63.599953,149800
2022-12-29,64.269997,64.870003,63.639999,64.849998,64.354141,247000
2022-12-30,64.209999,64.709999,63.720001,64.599998,64.106056,195300
2023-01-03,65.269997,66.339996,64.750000,66.330002,65.822830,296600
2023-01-04,66.830002,68.410004,66.510002,68.379997,67.857147,255400
2023-01-05,66.610001,67.279999,65.360001,66.419998,65.912140,184600
2023-01-06,67.099998,68.580002,66.809998,68.250000,67.728149,200900
2023-01-09,68.610001,69.620003,68.150002,69.389999,68.859428,250700
2023-01-10,69.570000,71.099998,69.089996,71.070000,70.526581,185200
2023-01-11,71.610001,73.330002,71.610001,72.370003,71.816650,229500
2023-01-12,73.320000,74.849998,73.309998,74.269997,73.702110,234400
2023-01-13,73.830002,76.070000,73.830002,76.050003,75.468506,137200
2023-01-17,75.570000,76.160004,74.489998,74.779999,74.208214,145200
2023-01-18,74.800003,75.860001,74.699997,75.180000,74.605156,206100
2023-01-19,74.730003,75.290001,73.660004,74.029999,73.463951,274000
2023-01-20,74.750000,76.730003,74.519997,76.709999,76.123459,180300
2023-01-23,77.139999,79.760002,77.000000,79.110001,78.505112,281300
2023-01-24,78.040001,78.949997,73.720001,75.139999,74.565460,406800
2023-01-25,74.260002,76.470001,73.660004,76.379997,75.795982,214800
2023-01-26,76.949997,77.650002,76.309998,76.519997,75.934906,183600
2023-01-27,76.709999,77.040001,76.190002,76.900002,76.312012,131800
2023-01-30,76.400002,76.400002,74.730003,75.400002,74.823479,232700
2023-01-31,75.589996,77.370003,75.160004,77.309998,76.718872,289700
2023-02-01,77.699997,77.820000,74.220001,76.760002,76.173080,255500
2023-02-02,77.180000,81.199997,77.180000,80.720001,80.102798,326800
2023-02-03,79.949997,81.389999,79.949997,80.480003,79.864639,249200
2023-02-06,80.400002,80.680000,79.820000,80.379997,79.765396,166900
2023-02-07,79.779999,81.489998,79.019997,81.309998,80.688286,191000
2023-02-08,80.510002,81.379997,78.900002,79.150002,78.544807,189300
2023-02-09,80.040001,80.599998,77.400002,77.510002,76.917343,223800
2023-02-10,76.989998,77.550003,76.250000,76.790001,76.202850,139700
2023-02-13,76.720001,78.010002,76.260002,77.750000,77.155510,205600
2023-02-14,77.680000,79.019997,77.169998,78.510002,77.909698,241200
2023-02-15,78.019997,80.440002,78.019997,80.139999,79.527229,323100
2023-02-16,79.239998,82.430000,79.239998,82.010002,81.382935,272300
2023-02-17,82.089996,82.239998,80.459999,81.459999,80.837143,411400
2023-02-21,80.309998,81.680000,78.639999,78.769997,78.167702,280800
2023-02-22,78.949997,81.050003,78.720001,80.949997,80.331039,203500
2023-02-23,81.040001,81.239998,78.500000,79.410004,78.802818,218900
2023-02-24,78.690002,79.570000,77.519997,78.019997,77.423439,321400
2023-02-27,78.629997,78.989998,76.709999,76.870003,76.282242,270800
2023-02-28,76.879997,77.629997,75.430000,76.669998,76.083763,396900
2023-03-01,74.169998,75.389999,71.300003,72.230003,71.677719,618100
2023-03-02,72.099998,75.160004,71.629997,74.459999,73.890663,344500
2023-03-03,74.419998,75.459999,73.430000,74.940002,74.366997,340200
2023-03-06,75.000000,75.279999,73.019997,73.739998,73.176170,344400
2023-03-07,73.769997,74.239998,71.779999,71.949997,71.399849,378800
2023-03-08,72.169998,72.230003,70.790001,72.169998,71.618172,275700
2023-03-09,72.449997,72.449997,69.279999,69.480003,68.948746,347300
2023-03-10,69.269997,70.120003,67.519997,67.889999,67.370895,286000
2023-03-13,66.629997,66.989998,65.129997,66.320000,65.812904,369900
2023-03-14,68.239998,69.540001,65.059998,65.930000,65.425888,446800
2023-03-15,64.370003,65.260002,63.919998,64.669998,64.175522,380000
2023-03-16,63.990002,67.349998,63.750000,66.699997,66.189995,338500
2023-03-17,65.739998,66.230003,64.570000,65.500000,65.500000,424800
